s	label	mindatid
gsmin:julgoldite-fe3	Julgoldite-(Fe<sup>3+</sup>)	7125
gsmin:julgoldite-mg	Julgoldite-(Mg)	29090
gsmin:julienite	Julienite	2121
gsmin:jungite	Jungite	2122
gsmin:junitoite	Junitoite	2123
gsmin:junoite	Junoite	2124
gsmin:juonniite	Juonniite	7126
gsmin:jurbanite	Jurbanite	2125
gsmin:jachymovite	Jáchymovite	7117
gsmin:jokokuite	Jôkokuite	2109
gsmin:jorgensenite	Jørgensenite	7121
gsmin:kaatialaite	Kaatialaite	2126
gsmin:kadyrelite	Kadyrelite	2128
gsmin:kaersutite	Kaersutite	2129
gsmin:kahlerite	Kahlerite	2131
gsmin:kainite	Kainite	2132
gsmin:kainosite-y	Kainosite-(Y)	2133
gsmin:kalborsite	Kalborsite	2135
gsmin:kaliborite	Kaliborite	2136
gsmin:kalicinite	Kalicinite	2305
gsmin:kalifersite	Kalifersite	7127
gsmin:kalininite	Kalininite	2138
gsmin:kalinite	Kalinite	2137
gsmin:kaliophilite	Kaliophilite	2139
gsmin:kalistrontite	Kalistrontite	2141
gsmin:kalsilite	Kalsilite	2142
gsmin:kalungaite	Kalungaite	27492
gsmin:kamaishilite	Kamaishilite	2144
gsmin:kamarizaite	Kamarizaite	38696
gsmin:kambaldaite	Kambaldaite	2145
gsmin:kamchatkite	Kamchatkite	2146
gsmin:kamiokite	Kamiokite	2147
gsmin:kamitugaite	Kamitugaite	2148
gsmin:kamotoite-y	Kamotoite-(Y)	2150
gsmin:kampfite	Kampfite	10386
gsmin:kamphaugite-y	Kamphaugite-(Y)	2151
gsmin:kanemite	Kanemite	2152
gsmin:kankite	Kankite	2153
gsmin:kanoite	Kanoite	2154
gsmin:kanonaite	Kanonaite	2155
gsmin:kanonerovite	Kanonerovite	11476
gsmin:kaolinite	Kaolinite	2156
gsmin:kapellasite	Kapellasite	27446
gsmin:kapitsaite-y	Kapitsaite-(Y)	7064
gsmin:kapundaite	Kapundaite	39673
gsmin:kapustinite	Kapustinite	26446
gsmin:karasugite	Karasugite	2157
gsmin:karchevskyite	Karchevskyite	27438
gsmin:karelianite	Karelianite	2158
gsmin:karenwebberite	Karenwebberite	42362
gsmin:karibibite	Karibibite	2159
gsmin:karlite	Karlite	2160
gsmin:karnasurtite-ce	Karnasurtite-(Ce)	2161
gsmin:karpinskite	Karpinskite	2163
gsmin:karupmollerite-ca	Karupmøllerite-Ca	11159
gsmin:kasatkinite	Kasatkinite	42837
gsmin:kashinite	Kashinite	2164
gsmin:kasolite	Kasolite	2165
gsmin:kassite	Kassite	2166
gsmin:kastningite	Kastningite	7129
gsmin:katayamalite	Katayamalite	4716
gsmin:katoite	Katoite	2167
gsmin:katophorite	Katophorite	2168
gsmin:katoptrite	Katoptrite	2169
gsmin:kawazulite	Kawazulite	2170
gsmin:kazakhstanite	Kazakhstanite	2171
gsmin:kazakovite	Kazakovite	2172
gsmin:kazanskyite	Kazanskyite	41605
gsmin:keckite	Keckite	2174
gsmin:kegelite	Kegelite	2175
gsmin:keithconnite	Keithconnite	2176
gsmin:keiviite-y	Keiviite-(Y)	2177
gsmin:keiviite-yb	Keiviite-(Yb)	2178
gsmin:keldyshite	Keldyshite	2179
gsmin:kellyite	Kellyite	2180
gsmin:kelyanite	Kelyanite	2181
gsmin:kemmlitzite	Kemmlitzite	2182
gsmin:kempite	Kempite	2183
gsmin:kenhsuite	Kenhsuite	7131
gsmin:kentbrooksite	Kentbrooksite	7132
gsmin:kentrolite	Kentrolite	2185
gsmin:kenyaite	Kenyaite	2186
gsmin:kerimasite	Kerimasite	39563
gsmin:kermesite	Kermesite	2187
gsmin:kernite	Kernite	2188
gsmin:kettnerite	Kettnerite	2190
gsmin:keyite	Keyite	2191
gsmin:keystoneite	Keystoneite	2192
gsmin:khademite	Khademite	2193
gsmin:khaidarkanite	Khaidarkanite	7135
gsmin:khamrabaevite	Khamrabaevite	2194
gsmin:khanneshite	Khanneshite	2195
gsmin:kharaelakhite	Kharaelakhite	2196
gsmin:khibinskite	Khibinskite	2198
gsmin:khinite	Khinite	2199
gsmin:khmaralite	Khmaralite	7136
gsmin:khomyakovite	Khomyakovite	7137
gsmin:khristovite-ce	Khristovite-(Ce)	2200
gsmin:kiddcreekite	Kiddcreekite	2201
gsmin:kidwellite	Kidwellite	2202
gsmin:kieftite	Kieftite	2203
gsmin:kieserite	Kieserite	2204
gsmin:kilchoanite	Kilchoanite	2205
gsmin:killalaite	Killalaite	2206
gsmin:kimrobinsonite	Kimrobinsonite	2207
gsmin:kimuraite-y	Kimuraite-(Y)	2208
gsmin:kimzeyite	Kimzeyite	2209
gsmin:kingite	Kingite	2210
gsmin:kingsmountite	Kingsmountite	2211
gsmin:kingstonite	Kingstonite	27678
gsmin:kinichilite	Kinichilite	2212
gsmin:kinoite	Kinoite	2213
gsmin:kinoshitalite	Kinoshitalite	2307
gsmin:kintoreite	Kintoreite	2214
gsmin:kipushite	Kipushite	2215
gsmin:kircherite	Kircherite	39877
gsmin:kirchhoffite	Kirchhoffite	40071
gsmin:kirkiite	Kirkiite	2216
gsmin:kirschsteinite	Kirschsteinite	2217
gsmin:kitkaite	Kitkaite	2219
gsmin:kittatinnyite	Kittatinnyite	2220
gsmin:kladnoite	Kladnoite	2222
gsmin:klajite	Klajite	32363
gsmin:klebelsbergite	Klebelsbergite	2223
gsmin:kleemanite	Kleemanite	2224
gsmin:kleinite	Kleinite	2225
gsmin:klockmannite	Klockmannite	2226
gsmin:klyuchevskite	Klyuchevskite	2227
gsmin:klochite	Klöchite	35832
gsmin:knasibfite	Knasibfite	31406
gsmin:knorringite	Knorringite	2229
gsmin:koashvite	Koashvite	2230
gsmin:kobeite-y	Kobeite-(Y)	2232
gsmin:kobellite	Kobellite	2233
gsmin:kobokoboite	Kobokoboite	39715
gsmin:kobyashevite	Kobyashevite	42367
gsmin:kochite	Kochite	25598
gsmin:kochkarite	Kochkarite	2234
gsmin:kochsandorite	Kochsándorite	27424
gsmin:koechlinite	Koechlinite	2235
gsmin:koenenite	Koenenite	2306
gsmin:kogarkoite	Kogarkoite	2236
gsmin:kokchetavite	Kokchetavite	27460
gsmin:koktaite	Koktaite	2237
gsmin:kolarite	Kolarite	2238
gsmin:kolbeckite	Kolbeckite	2239
gsmin:kolfanite	Kolfanite	2240
gsmin:kolicite	Kolicite	2241
gsmin:kolitschite	Kolitschite	38994
gsmin:kolovratite	Kolovratite	2242
gsmin:kolwezite	Kolwezite	2243
gsmin:kolymite	Kolymite	2244
gsmin:komarovite	Komarovite	2245
gsmin:kombatite	Kombatite	2246
gsmin:komkovite	Komkovite	2247
gsmin:konderite	Konderite	2248
gsmin:koninckite	Koninckite	2249
gsmin:konyaite	Konyaite	2251
gsmin:koragoite	Koragoite	7140
gsmin:koritnigite	Koritnigite	2252
gsmin:kornelite	Kornelite	2253
gsmin:kornerupine	Kornerupine	2254
gsmin:korobitsynite	Korobitsynite	7141
gsmin:korshunovskite	Korshunovskite	2256
gsmin:korzhinskite	Korzhinskite	2257
gsmin:kosmochlor	Kosmochlor	2258
gsmin:kosnarite	Kosnarite	2259
gsmin:kostovite	Kostovite	2260
gsmin:kostylevite	Kostylevite	2261
gsmin:kotoite	Kotoite	2262
gsmin:kottenheimite	Kottenheimite	42534
gsmin:kotulskite	Kotulskite	2264
gsmin:koutekite	Koutekite	2265
gsmin:kovdorskite	Kovdorskite	2266
gsmin:kozoite-la	Kozoite-(La)	25673
gsmin:kozoite-nd	Kozoite-(Nd)	7142
gsmin:kraisslite	Kraisslite	2268
gsmin:krasheninnikovite	Krasheninnikovite	41951
gsmin:krasnovite	Krasnovite	7145
gsmin:kratochvilite	Kratochvílite	2269
gsmin:krausite	Krausite	2270
gsmin:krauskopfite	Krauskopfite	2271
gsmin:krautite	Krautite	2272
gsmin:kremersite	Kremersite	2273
gsmin:krennerite	Krennerite	2274
gsmin:krettnichite	Krettnichite	7059
gsmin:kribergite	Kribergite	2275
gsmin:krieselite	Krieselite	27545
gsmin:kristiansenite	Kristiansenite	10814
gsmin:krivovichevite	Krivovichevite	27496
gsmin:krupkaite	Krupkaite	2278
gsmin:krutaite	Krut'aite	2279
gsmin:krutovite	Krutovite	2280
gsmin:kryzhanovskite	Kryzhanovskite	2281
gsmin:krasnoite	Krásnoite	42373
gsmin:krohnkite	Kröhnkite	2277
gsmin:ktenasite	Ktenasite	2282
gsmin:kuannersuite-ce	Kuannersuite-(Ce)	25711
gsmin:kudriavite	Kudriavite	26708
gsmin:kukharenkoite-la	Kukharenkoite-(La)	25586
gsmin:kukisvumite	Kukisvumite	2283
gsmin:kuksite	Kuksite	2284
gsmin:kulanite	Kulanite	2285
gsmin:kuliokite-y	Kuliokite-(Y)	2286
gsmin:kulkeite	Kulkeite	2287
gsmin:kullerudite	Kullerudite	2288
gsmin:kumdykolite	Kumdykolite	35578
gsmin:kumtyubeite	Kumtyubeite	39209
gsmin:kunatite	Kunatite	35911
gsmin:kupcikite	Kupcíkite	26458
gsmin:kupletskite	Kupletskite	2290
gsmin:kupletskite-cs	Kupletskite-(Cs)	6853
gsmin:kuramite	Kuramite	2291
gsmin:kuranakhite	Kuranakhite	2292
gsmin:kurchatovite	Kurchatovite	2293
gsmin:kurgantaite	Kurgantaite	8212
gsmin:kurilite	Kurilite	2294
gsmin:kurnakovite	Kurnakovite	2295
gsmin:kurumsakite	Kurumsakite	2296
gsmin:kusachiite	Kusachiite	2297
gsmin:kutinaite	Kutinaite	2298
gsmin:kutnohorite	Kutnohorite	2299
gsmin:kuzelite	Kuzelite	7147
gsmin:kuzmenkoite-mn	Kuzmenkoite-Mn	7148
gsmin:kuzmenkoite-zn	Kuzmenkoite-Zn	29091
gsmin:kuzminite	Kuzminite	2300
gsmin:kuznetsovite	Kuznetsovite	2301
gsmin:kvanefjeldite	Kvanefjeldite	2302
gsmin:kyanite	Kyanite	2303
gsmin:kyanoxalite	Kyanoxalite	38989
gsmin:kyrgyzstanite	Kyrgyzstanite	27476
gsmin:kyzylkumite	Kyzylkumite	2304
gsmin:kesterite	Kësterite	2189
gsmin:kottigite	Köttigite	2263
gsmin:labuntsovite-fe	Labuntsovite-Fe	11425
gsmin:labuntsovite-mg	Labuntsovite-Mg	11424
gsmin:labuntsovite-mn	Labuntsovite-Mn	2309
gsmin:labyrinthite	Labyrinthite	27420
gsmin:lacroixite	Lacroixite	2310
gsmin:laffittite	Laffittite	2311
gsmin:laflammeite	Laflammeite	10743
gsmin:laforetite	Laforêtite	7149
gsmin:lafossaite	Lafossaite	27521
gsmin:lahnsteinite	Lahnsteinite	42746
gsmin:laihunite	Laihunite	2312
gsmin:laitakarite	Laitakarite	2313
gsmin:lakargiite	Lakargiite	31993
gsmin:lakebogaite	Lakebogaite	31590
gsmin:lalondeite	Lalondeite	27638
gsmin:lammerite	Lammerite	29291
gsmin:lammerite-beta	Lammerite-ß	29291
gsmin:lamprophyllite	Lamprophyllite	2315
gsmin:lanarkite	Lanarkite	2316
gsmin:landauite	Landauite	2317
gsmin:landesite	Landesite	2318
gsmin:langbeinite	Langbeinite	2320
gsmin:langisite	Langisite	2321
gsmin:langite	Langite	2322
gsmin:lanmuchangite	Lanmuchangite	11003
gsmin:lannonite	Lannonite	2323
gsmin:lansfordite	Lansfordite	2324
gsmin:lanthanite-ce	Lanthanite-(Ce)	2325
gsmin:lanthanite-la	Lanthanite-(La)	2326
gsmin:lanthanite-nd	Lanthanite-(Nd)	2327
gsmin:lapeyreite	Lapeyreite	38830
gsmin:laphamite	Laphamite	2328
gsmin:lapieite	Lapieite	2329
gsmin:laplandite-ce	Laplandite-(Ce)	2331
gsmin:laptevite-ce	Laptevite-(Ce)	42866
gsmin:larderellite	Larderellite	2332
gsmin:larisaite	Larisaite	26392
gsmin:larnite	Larnite	2333
gsmin:larosite	Larosite	2334
gsmin:larsenite	Larsenite	2335
gsmin:lasalite	Lasalite	31587
gsmin:latiumite	Latiumite	2336
gsmin:latrappite	Latrappite	2337
gsmin:laueite	Laueite	2339
gsmin:laumontite	Laumontite	2340
gsmin:launayite	Launayite	2341
gsmin:laurelite	Laurelite	2342
gsmin:laurentianite	Laurentianite	40272
gsmin:laurionite	Laurionite	2343
gsmin:laurite	Laurite	2344
gsmin:lausenite	Lausenite	2345
gsmin:lautarite	Lautarite	2346
gsmin:lautenthalite	Lautenthalite	2347
gsmin:lautite	Lautite	2348
gsmin:lavendulan	Lavendulan	2349
gsmin:lavinskyite	Lavinskyite	42860
gsmin:lavoisierite	Lavoisierite	42756
gsmin:lavrentievite	Lavrentievite	2350
gsmin:lawrencite	Lawrencite	2351
gsmin:lawsonbauerite	Lawsonbauerite	2352
gsmin:lawsonite	Lawsonite	2353
gsmin:lazarenkoite	Lazarenkoite	2354
gsmin:lazaridisite	Lazaridisite	43257
gsmin:lazulite	Lazulite	2356
gsmin:lazurite	Lazurite	2357
gsmin:lead	Lead	2358
gsmin:leadamalgam	Leadamalgam	2360
gsmin:leadhillite	Leadhillite	2361
gsmin:lechatelierite	Lechatelierite	2363
gsmin:lecontite	Lecontite	2364
gsmin:lecoqite-y	Lecoqite-(Y)	39973
gsmin:legrandite	Legrandite	2365
gsmin:lehnerite	Lehnerite	2367
gsmin:leifite	Leifite	2368
gsmin:leightonite	Leightonite	2369
gsmin:leisingite	Leisingite	7151
gsmin:leiteite	Leiteite	2370
gsmin:lemanskiite	Lemanskiite	9658
gsmin:lemmleinite-ba	Lemmleinite-Ba	11440
gsmin:lemmleinite-k	Lemmleinite-K	7048
gsmin:lemoynite	Lemoynite	2371
gsmin:lenaite	Lenaite	2372
gsmin:lengenbachite	Lengenbachite	2373
gsmin:leningradite	Leningradite	2374
gsmin:lennilenapeite	Lennilenapeite	2375
gsmin:lenoblite	Lenoblite	2376
gsmin:leogangite	Leogangite	26518
gsmin:leonardsenite	Leonardsenite	42844
gsmin:leonite	Leonite	2377
gsmin:lepersonnite-gd	Lepersonnite-(Gd)	2378
gsmin:lepidocrocite	Lepidocrocite	2379
gsmin:lepkhenelmite-zn	Lepkhenelmite-Zn	26521
gsmin:lermontovite	Lermontovite	2381
gsmin:lesukite	Lesukite	7153
gsmin:letovicite	Letovicite	2382
gsmin:leucite	Leucite	2465
gsmin:leucophanite	Leucophanite	2383
gsmin:leucophoenicite	Leucophoenicite	2384
gsmin:leucophosphite	Leucophosphite	2385
gsmin:leucosphenite	Leucosphenite	2386
gsmin:leucostaurite	Leucostaurite	35579
gsmin:levinsonite-y	Levinsonite-(Y)	7024
gsmin:liandratite	Liandratite	2391
gsmin:liberite	Liberite	2393
gsmin:libethenite	Libethenite	2394
gsmin:liebauite	Liebauite	2396
gsmin:liebenbergite	Liebenbergite	2397
gsmin:liebigite	Liebigite	2398
gsmin:likasite	Likasite	2399
gsmin:lileyite	Lileyite	41955
gsmin:lillianite	Lillianite	2400
gsmin:lime	Lime	2401
gsmin:linarite	Linarite	2403
gsmin:lindackerite	Lindackerite	2404
gsmin:lindbergite	Lindbergite	26578
gsmin:lindgrenite	Lindgrenite	2405
gsmin:lindqvistite	Lindqvistite	2406
gsmin:lindsleyite	Lindsleyite	2407
gsmin:lindstromite	Lindströmite	2408
gsmin:linnaeite	Linnaeite	2409
gsmin:lintisite	Lintisite	2410
gsmin:linzhiite	Linzhiite	40150
gsmin:liottite	Liottite	2411
gsmin:lipscombite	Lipscombite	2412
gsmin:liroconite	Liroconite	2413
gsmin:lisetite	Lisetite	2414
gsmin:lishizhenite	Lishizhenite	2415
gsmin:lisiguangite	Lisiguangite	31586
gsmin:lisitsynite	Lisitsynite	10316
gsmin:liskeardite	Liskeardite	2416
gsmin:litharge	Litharge	2466
gsmin:lithiomarsturite	Lithiomarsturite	2417
gsmin:lithiophilite	Lithiophilite	2418
gsmin:lithiophorite	Lithiophorite	2419
gsmin:lithiophosphate	Lithiophosphate	2420
gsmin:lithiotantite	Lithiotantite	2390
gsmin:lithiowodginite	Lithiowodginite	2392
gsmin:lithosite	Lithosite	2421
gsmin:litochlebite	Litochlebite	39637
gsmin:litvinskite	Litvinskite	11437
gsmin:liveingite	Liveingite	2423
gsmin:liversidgeite	Liversidgeite	39211
gsmin:livingstonite	Livingstonite	2424
gsmin:lizardite	Lizardite	2425
gsmin:lokkaite-y	Lokkaite-(Y)	2427
gsmin:lomonosovite	Lomonosovite	2428
gsmin:londonite	Londonite	7082
gsmin:lonecreekite	Lonecreekite	2430
gsmin:lonsdaleite	Lonsdaleite	2431
gsmin:loparite-ce	Loparite-(Ce)	2432
gsmin:loranskite-y	Loranskite-(Y)	2435
gsmin:lorenzenite	Lorenzenite	2436
gsmin:lorandite	Lorándite	2434
gsmin:loseyite	Loseyite	2438
gsmin:lotharmeyerite	Lotharmeyerite	2439
gsmin:loudounite	Loudounite	2440
gsmin:loughlinite	Loughlinite	2441
gsmin:lourenswalsite	Lourenswalsite	2442
gsmin:lovdarite	Lovdarite	2443
gsmin:loveringite	Loveringite	2444
gsmin:lovozerite	Lovozerite	2445
gsmin:luanheite	Luanheite	2447
gsmin:luberoite	Luberoite	2448
gsmin:lucabindiite	Lucabindiite	41602
gsmin:lucasite-ce	Lucasite-(Ce)	2449
gsmin:luddenite	Luddenite	2450
gsmin:ludjibaite	Ludjibaite	2451
gsmin:ludlamite	Ludlamite	2452
gsmin:ludlockite	Ludlockite	2453
gsmin:ludwigite	Ludwigite	2454
gsmin:lueshite	Lueshite	2455
gsmin:luetheite	Luetheite	2456
gsmin:lukechangite-ce	Lukechangite-(Ce)	7159
gsmin:lukrahnite	Lukrahnite	11010
gsmin:lulzacite	Lulzacite	7058
gsmin:lunokite	Lun'okite	2457
gsmin:lunijianlaite	Lunijianlaite	2459
gsmin:luobusaite	Luobusaite	7677
gsmin:lusernaite-y	Lusernaite-(Y)	42734
gsmin:luzonite	Luzonite	2461
gsmin:lyonsite	Lyonsite	2464
gsmin:langbanite	Långbanite	2319
gsmin:langbanshyttanite	Långbanshyttanite	41130
gsmin:lavenite	Låvenite	2462
gsmin:levyclaudite	Lévyclaudite	2387
gsmin:levyne-na	Lévyne-Na	7155
gsmin:lopezite	Lópezite	2433
gsmin:lollingite	Löllingite	2426
gsmin:loweite	Löweite	2463
gsmin:luneburgite	Lüneburgite	2458
gsmin:macaulayite	Macaulayite	2505
gsmin:macdonaldite	Macdonaldite	2506
gsmin:macedonite	Macedonite	2507
gsmin:macfallite	Macfallite	2508
gsmin:machatschkiite	Machatschkiite	2510
gsmin:mackayite	Mackayite	2511
gsmin:mackinawite	Mackinawite	2512
gsmin:macphersonite	Macphersonite	2513
gsmin:macquartite	Macquartite	2514
gsmin:madocite	Madocite	2517
gsmin:magadiite	Magadiite	2530
gsmin:magbasite	Magbasite	2531
gsmin:maghagendorfite	Maghagendorfite	2532
gsmin:maghemite	Maghemite	2533
gsmin:maghrebite	Maghrebite	28948
gsmin:magnesio-arfvedsonite	Magnesio-arfvedsonite	2537
gsmin:magnesioaubertite	Magnesioaubertite	2521
gsmin:magnesiocarpholite	Magnesiocarpholite	2500
gsmin:magnesiochloritoid	Magnesiochloritoid	2497
gsmin:magnesiochlorophoenicite	Magnesiochlorophoenicite	2499
gsmin:magnesiochromite	Magnesiochromite	2493
gsmin:magnesiocopiapite	Magnesiocopiapite	2486
gsmin:magnesiocoulsonite	Magnesiocoulsonite	2476
gsmin:magnesiodumortierite	Magnesiodumortierite	2473
gsmin:magnesioferrite	Magnesioferrite	2501
gsmin:magnesiohulsite	Magnesiohulsite	2498
gsmin:magnesiohogbomite-2n3s	Magnesiohögbomite-2N3S	11448
gsmin:magnesiohogbomite-2n4s	Magnesiohögbomite-2N4S	43330
gsmin:magnesiohogbomite-6n6s	Magnesiohögbomite-6N6S	11447
gsmin:magnesioneptunite	Magnesioneptunite	39449
gsmin:magnesionigerite-6n6s	Magnesionigerite-6N6S	11445
gsmin:magnesiopascoite	Magnesiopascoite	32206
gsmin:magnesiorowlandite-y	Magnesiorowlandite-(Y)	42701
gsmin:magnesiostaurolite	Magnesiostaurolite	2479
gsmin:magnesiotaaffeite-6n3s	Magnesiotaaffeite-6N'3S	2816
gsmin:magnesiozippeite	Magnesiozippeite	2474
gsmin:magnesite	Magnesite	2482
gsmin:magnetite	Magnetite	2538
gsmin:magnetoplumbite	Magnetoplumbite	2539
gsmin:magnioursilite	Magnioursilite	11332
gsmin:magnolite	Magnolite	2542
gsmin:magnussonite	Magnussonite	2543
gsmin:mahnertite	Mahnertite	7165
gsmin:maikainite	Maikainite	29014
gsmin:majakite	Majakite	2545
gsmin:majorite	Majorite	2546
gsmin:makarochkinite	Makarochkinite	2547
gsmin:makatite	Makatite	2548
gsmin:makovickyite	Makovickyite	2549
gsmin:malachite	Malachite	2550
gsmin:malanite	Malanite	2551
gsmin:malayaite	Malayaite	2552
gsmin:maldonite	Maldonite	2553
gsmin:maleevite	Maleevite	25698
gsmin:malhmoodite	Malhmoodite	2544
gsmin:malinkoite	Malinkoite	10317
gsmin:malladrite	Malladrite	2554
gsmin:mallardite	Mallardite	2555
gsmin:mallestigite	Mallestigite	7020
gsmin:malyshevite	Malyshevite	29140
gsmin:mammothite	Mammothite	2556
gsmin:manaksite	Manaksite	2558
gsmin:manandonite	Manandonite	2559
gsmin:mandarinoite	Mandarinoite	2561
gsmin:manganarsite	Manganarsite	2468
gsmin:manganbabingtonite	Manganbabingtonite	2494
gsmin:manganbelyankinite	Manganbelyankinite	2492
gsmin:manganberzeliite	Manganberzeliite	2480
gsmin:mangangordonite	Mangangordonite	2469
gsmin:manganhumite	Manganhumite	2470
gsmin:manganiandrosite-la	Manganiandrosite-(La)	6801
gsmin:manganilvaite	Manganilvaite	26363
gsmin:manganite	Manganite	2519
gsmin:manganlotharmeyerite	Manganlotharmeyerite	11206
gsmin:manganochromite	Manganochromite	2475
gsmin:manganoeudialyte	Manganoeudialyte	39640
gsmin:manganohornesite	Manganohörnesite	2495
gsmin:manganokhomyakovite	Manganokhomyakovite	7169
gsmin:manganokukisvumite	Manganokukisvumite	27386
gsmin:manganolangbeinite	Manganolangbeinite	2485
gsmin:manganonaujakasite	Manganonaujakasite	7097
gsmin:manganoneptunite	Manganoneptunite	2564
gsmin:manganonordite-ce	Manganonordite-(Ce)	7170
gsmin:manganoquadratite	Manganoquadratite	41604
gsmin:manganosegelerite	Manganosegelerite	2471
gsmin:manganosite	Manganosite	2503
gsmin:manganostibite	Manganostibite	2528
gsmin:manganotychite	Manganotychite	2529
gsmin:manganvesuvianite	Manganvesuvianite	11475
gsmin:mangazeite	Mangazeite	28888
gsmin:manitobaite	Manitobaite	39331
gsmin:manjiroite	Manjiroite	2566
gsmin:mannardite	Mannardite	2567
gsmin:mansfieldite	Mansfieldite	2568
gsmin:mantienneite	Mantienneite	2569
gsmin:maoniupingite-ce	Maoniupingite-(Ce)	27512
gsmin:mapimite	Mapimite	2570
gsmin:marcasite	Marcasite	2571
gsmin:margaritasite	Margaritasite	2572
gsmin:margarite	Margarite	2573
gsmin:margarosanite	Margarosanite	2574
gsmin:marialite	Marialite	2575
gsmin:marianoite	Marianoite	28995
gsmin:maricopaite	Maricopaite	2577
gsmin:mariinskite	Mariinskite	42842
gsmin:marinellite	Marinellite	25638
gsmin:maricite	Mari?ite	2576
gsmin:markascherite	Markascherite	41105
gsmin:markcooperite	Markcooperite	39671
gsmin:markhininite	Markhininite	43569
gsmin:marokite	Marokite	2578
gsmin:marrite	Marrite	2579
gsmin:marrucciite	Marrucciite	29260
gsmin:marshite	Marshite	2580
gsmin:marsturite	Marsturite	2581
gsmin:marthozite	Marthozite	2582
gsmin:martinite	Martinite	26345
gsmin:martyite	Martyite	32207
gsmin:marumoite	Marumoite	26404
gsmin:marecottite	Marécottite	27152
gsmin:mascagnite	Mascagnite	2584
gsmin:maslovite	Maslovite	2585
gsmin:massicot	Massicot	2587
gsmin:masutomilite	Masutomilite	2588
gsmin:masuyite	Masuyite	2589
gsmin:mathewrogersite	Mathewrogersite	2590
gsmin:mathiasite	Mathiasite	2591
gsmin:matildite	Matildite	2592
gsmin:matioliite	Matioliite	27412
gsmin:matlockite	Matlockite	2593
gsmin:matsubaraite	Matsubaraite	11158
gsmin:mattagamite	Mattagamite	2595
gsmin:matteuccite	Matteuccite	2596
gsmin:mattheddleite	Mattheddleite	2597
gsmin:matulaite	Matulaite	2598
gsmin:maucherite	Maucherite	2599
gsmin:mavlyanovite	Mavlyanovite	38826
gsmin:mawbyite	Mawbyite	2603
gsmin:mawsonite	Mawsonite	2604
gsmin:maxwellite	Maxwellite	2605
gsmin:mayingite	Mayingite	7172
gsmin:mazzettiite	Mazzettiite	27205
gsmin:mazzite-na	Mazzite-Na	27399
gsmin:mbobomkulite	Mbobomkulite	2608
gsmin:mcallisterite	Mcallisterite	2609
gsmin:mcalpineite	Mcalpineite	7173
gsmin:mcauslanite	Mcauslanite	2610
gsmin:mcbirneyite	Mcbirneyite	2611
gsmin:mcconnellite	Mcconnellite	2612
gsmin:mccrillisite	Mccrillisite	7174
gsmin:mcgillite	Mcgillite	2613
gsmin:mcgovernite	Mcgovernite	2614
gsmin:mcguinnessite	Mcguinnessite	2615
gsmin:mckelveyite-y	Mckelveyite-(Y)	2617
gsmin:mckinstryite	Mckinstryite	2619
gsmin:mcnearite	Mcnearite	2620
gsmin:medaite	Medaite	2624
gsmin:medenbachite	Medenbachite	2625
gsmin:megacyclite	Megacyclite	2626
gsmin:megakalsilite	Megakalsilite	10655
gsmin:megawite	Megawite	39893
gsmin:meionite	Meionite	2627
gsmin:meixnerite	Meixnerite	2628
gsmin:mejillonesite	Mejillonesite	41151
gsmin:melanocerite-ce	Melanocerite-(Ce)	2629
gsmin:melanophlogite	Melanophlogite	2630
gsmin:melanostibite	Melanostibite	2631
gsmin:melanotekite	Melanotekite	2632
gsmin:melanothallite	Melanothallite	2623
gsmin:melanovanadite	Melanovanadite	2622
gsmin:melanterite	Melanterite	2633
gsmin:meliphanite	Meliphanite	2636
gsmin:melkovite	Melkovite	2637
gsmin:mellite	Mellite	2638
gsmin:melonite	Melonite	2639
gsmin:menchettiite	Menchettiite	41603
gsmin:mendeleevite-ce	Mendeleevite-(Ce)	40154
gsmin:mendipite	Mendipite	2641
gsmin:mendozavilite-nacu	Mendozavilite-NaCu	41946
gsmin:mendozavilite-nafe	Mendozavilite-NaFe	2642
gsmin:mendozite	Mendozite	2643
gsmin:meneghinite	Meneghinite	2644
gsmin:menezesite	Menezesite	27607
gsmin:meniaylovite	Meniaylovite	26383
gsmin:menshikovite	Menshikovite	26401
gsmin:menzerite-y	Menzerite-(Y)	42520
gsmin:mercallite	Mercallite	2646
gsmin:mercury	Mercury	2647
gsmin:mereheadite	Mereheadite	2648
gsmin:mereiterite	Mereiterite	2649
gsmin:merenskyite	Merenskyite	2650
gsmin:meridianiite	Meridianiite	31726
gsmin:merlinoite	Merlinoite	2651
gsmin:merrihueite	Merrihueite	2652
gsmin:mertieite-ii	Mertieite-II	2655
gsmin:merwinite	Merwinite	2656
gsmin:mesolite	Mesolite	2657
gsmin:messelite	Messelite	2658
gsmin:meta-aluminite	Meta-aluminite	2659
gsmin:meta-alunogen	Meta-alunogen	2660
gsmin:meta-ankoleite	Meta-ankoleite	2661
gsmin:meta-autunite	Meta-autunite	2662
gsmin:metaborite	Metaborite	2668
gsmin:metacalciouranoite	Metacalciouranoite	2669
gsmin:metacinnabar	Metacinnabar	2670
gsmin:metadelrioite	Metadelrioite	2671
gsmin:metahaiweeite	Metahaiweeite	2663
gsmin:metaheinrichite	Metaheinrichite	2673
gsmin:metahewettite	Metahewettite	2674
gsmin:metahohmannite	Metahohmannite	2675
gsmin:metakahlerite	Metakahlerite	2676
gsmin:metakirchheimerite	Metakirchheimerite	2677
gsmin:metakottigite	Metaköttigite	2678
