label	s	strunz
Gudmundite	gcmin:gudmundite	02.EB.20
Guettardite	gcmin:guettardite	02.HC.05a
Gugiaite	gcmin:gugiaite	09.BB.10
Guidottiite	gcmin:guidottiite	09.ED.15
Guildite	gcmin:guildite	07.DC.30
Guilleminite	gcmin:guilleminite	04.JJ.10
Guimarãesite	gcmin:guimaraesite	08.DA.10
Gunningite	gcmin:gunningite	07.CB.05
Gunterite	gcmin:gunterite	04.HC.35
Gupeiite	gcmin:gupeiite	01.BB.30
Gurimite	gcmin:gurimite	08.AD.70
Gustavite	gcmin:gustavite	02.JB.40a
Gutkovaite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46929>	
Gutkovaite-Mn	gcmin:gutkovaite-mn	09.CE.30h
Guyanaite	gcmin:guyanaite	04.FD.10
Guérinite	gcmin:guerinite	08.CJ.75
Gwihabaite	gcmin:gwihabaite	05.NA.15
Gypsum	gcmin:gypsum	07.CD.40
Gypsum Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/46846>	
Gyrolite	gcmin:gyrolite	09.EE.30
Gyrolite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39636>	
Gysinite-(La)	gcmin:gysinite-la	05.DC
Gysinite-(Nd)	gcmin:gysinite-nd	05.DC.05
Görgeyite	gcmin:gorgeyite	07.CD.30
Götzenite	gcmin:gotzenite	09.BE.22
Günterblassite	gcmin:gunterblassite	09.??
Haapalaite	gcmin:haapalaite	02.FD.30
Hafnon	gcmin:hafnon	09.AD.30
Hagendorfite	gcmin:hagendorfite	08.AC.10
Haggertyite	gcmin:haggertyite	04.CC.45
Hagstromite	gcmin:hagstromite	07.BC
Haidingerite	gcmin:haidingerite	08.CJ.20
Haigerachite	gcmin:haigerachite	08.CF.10
Haineaultite	gcmin:haineaultite	09.DG.50
Hainite-(Y)	gcmin:hainite-y	09.BE.22
Haitaite-(La)	gcmin:haitaite-la	04.CC
Haiweeite	gcmin:haiweeite	09.AK.25
Hakite	gcmin:hakite	02.GB.05
Hakite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/54913>	
Hakite-(Cd)	gcmin:hakite-cd	02.GB
Hakite-(Zn)	gcmin:hakite-zn	02.GB
Halamishite	gcmin:halamishite	01.BD
Halilsarpite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/54373>	
Halite	gcmin:halite	03.AA.20
Halite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/47992>	
Hallimondite	gcmin:hallimondite	08.EA.10
Halloysite	gcmin:halloysite	
Halloysite-10Å	gcmin:halloysite-10a	09.ED.10
Halloysite-7Å	gcmin:halloysite-7a	09.ED.10
Halotrichite	gcmin:halotrichite	07.CB.85
Halotrichite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29294>	
Halurgite	gcmin:halurgite	06.HA.35
Hambergite	gcmin:hambergite	06.AB.05
Hammarite	gcmin:hammarite	02.HB.05a
Hanahanite	gcmin:hanahanite	04.E
Hanauerite	gcmin:hanauerite	02.FC.20d
Hanawaltite	gcmin:hanawaltite	0
Hancockite	gcmin:hancockite	09.BG.05a
Hanjiangite	gcmin:hanjiangite	09.E?
Hanksite	gcmin:hanksite	07.BD.30
Hannayite	gcmin:hannayite	08.CH.35
Hannebachite	gcmin:hannebachite	04.JE.10
Hanswilkeite	gcmin:hanswilkeite	02.CB
Haradaite	gcmin:haradaite	09.DH.15
Hardystonite	gcmin:hardystonite	09.BB.10
Harkerite	gcmin:harkerite	06.AB.70
Harmotome	gcmin:harmotome	09.GC.10
Harmunite	gcmin:harmunite	04.BB.05
Harrisonite	gcmin:harrisonite	08.AC.55
Harstigite	gcmin:harstigite	09.BF.05
Hartite	gcmin:hartite	10.BA.10
Hashemite	gcmin:hashemite	07.FA.15
Hastingsite	gcmin:hastingsite	09.DE.15
Hastingsite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43433>	
Hatchite	gcmin:hatchite	02.GC.05
Hatertite	gcmin:hatertite	08.AC.05
Hatrurite	gcmin:hatrurite	09.AG.65
Hauchecornite	gcmin:hauchecornite	02.BB.10
Hauchecornite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29295>	
Hauckite	gcmin:hauckite	07.BB.10
Hauerite	gcmin:hauerite	02.EB.05a
Hausmannite	gcmin:hausmannite	04.BB.10
Hawleyite	gcmin:hawleyite	02.CB.05a
Hawthorneite	gcmin:hawthorneite	04.CC.45
Hawthorneite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/55419>	
Haxonite	gcmin:haxonite	01.BA.10
Haycockite	gcmin:haycockite	02.CB.10b
Haydeeite	gcmin:haydeeite	03.DA.10c
Haynesite	gcmin:haynesite	04.JJ.25
Hazenite	gcmin:hazenite	08.CH.40
Haüyne	gcmin:hauyne	09.FB.10
Heazlewoodite	gcmin:heazlewoodite	02.BB.05
Hechtsbergite	gcmin:hechtsbergite	08.BO.15
Hectorfloresite	gcmin:hectorfloresite	07.BD.60
Hectorite	gcmin:hectorite	0
Hedegaardite	gcmin:hedegaardite	08.AC.25
Hedenbergite	gcmin:hedenbergite	09.DA.15
Hedleyite	gcmin:hedleyite	02.DC.05
Hedyphane	gcmin:hedyphane	08.BN.05
Hedyphane Group	<https://w3id.org/geochem/1.0/min/grouplexicon/42672>	
Heflikite	gcmin:heflikite	09.BG
Heftetjernite	gcmin:heftetjernite	04.DB.30
Heidornite	gcmin:heidornite	06.EC.30
Heimite	gcmin:heimite	08.DC.75
Heinrichite	gcmin:heinrichite	08.EB.05
Heisenbergite	gcmin:heisenbergite	04.GA.??
Hejtmanite	gcmin:hejtmanite	09.BE.55
Heklaite	gcmin:heklaite	03.CH.30
Heliophyllite	gcmin:heliophyllite	0
Hellandite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29214>	
Hellandite-(Ce)	gcmin:hellandite-ce	09.DK.20
Hellandite-(Y)	gcmin:hellandite-y	09.DK.20
Hellyerite	gcmin:hellyerite	05.CA.20
Helmutwinklerite	gcmin:helmutwinklerite	08.CG.20
Helvine	gcmin:helvine	09.FB.10
Helvine Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40167>	
Hematite	gcmin:hematite	04.CB.05
Hematite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29296>	
Hematolite	gcmin:hematolite	08.BE.45
Hematolite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52719>	
Hematophanite	gcmin:hematophanite	03.DB.35
Hematophanite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/50248>	
Hemihedrite	gcmin:hemihedrite	07.FC.15
Hemimorphite	gcmin:hemimorphite	09.BD.10
Hemloite	gcmin:hemloite	04.JB.60
Hemusite	gcmin:hemusite	02.CB.35a
Hendersonite	gcmin:hendersonite	04.HG.50
Hendricksite	gcmin:hendricksite	09.EC.20
Heneuite	gcmin:heneuite	08.BO.25
Henmilite	gcmin:henmilite	06.AC.30
Hennomartinite	gcmin:hennomartinite	09.BE.05
Henritermierite	gcmin:henritermierite	09.AD.25
Henritermierite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52728>	
Henryite	gcmin:henryite	02.BA.65
Henrymeyerite	gcmin:henrymeyerite	04.DK.05
Hentschelite	gcmin:hentschelite	08.BB.40
Hephaistosite	gcmin:hephaistosite	03.AA.60
Heptaborate and other megaborate	strunz:s06_G	
Heptasartorite	gcmin:heptasartorite	02.HC.05e
Herbertsmithite	gcmin:herbertsmithite	03.DA.10c
Hercynite	gcmin:hercynite	04.BB.05
Herderite	gcmin:herderite	08.BA.10
Herderite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/50361>	
Herderite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/50360>	
Hereroite	gcmin:hereroite	08.??
Hermannjahnite	gcmin:hermannjahnite	07.AB.15
Hermannroseite	gcmin:hermannroseite	08.BH.35
Herzenbergite	gcmin:herzenbergite	02.CD.05
Hessite	gcmin:hessite	02.BA.60
Hetaerolite	gcmin:hetaerolite	04.BB.10
Heterogenite	gcmin:heterogenite	04.FE.20
Heteromorphite	gcmin:heteromorphite	02.HC.10c
Heterosite	gcmin:heterosite	08.AB.10
Heulandite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/1889>	
Heulandite-Ba	gcmin:heulandite-ba	09.GE.05
Heulandite-Ca	gcmin:heulandite-ca	09.GE.05
Heulandite-K	gcmin:heulandite-k	09.GE.05
Heulandite-Na	gcmin:heulandite-na	09.GE.05
Heulandite-Sr	gcmin:heulandite-sr	09.GE.05
Hewettite	gcmin:hewettite	04.HE.15
Hewettite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40376>	
Hexaborate	strunz:s06_F	
Hexacelsian	gcmin:hexacelsian	09.FA
Hexaferrum	gcmin:hexaferrum	01.AG.05
Hexahydrite	gcmin:hexahydrite	07.CB.25
Hexahydrite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29297>	
Hexahydroborite	gcmin:hexahydroborite	06.AC.25
Hexamolybdenum	gcmin:hexamolybdenum	01.??
Heyerdahlite	gcmin:heyerdahlite	09.DC.05
Heyite	gcmin:heyite	0
Heyrovskýite	gcmin:heyrovskyite	02.JB.40b
Hezuolinite	gcmin:hezuolinite	09.BE.70
Hibbingite	gcmin:hibbingite	03.DA.10a
Hibonite	gcmin:hibonite	04.CC.45
Hibonite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/55420>	
Hidalgoite	gcmin:hidalgoite	08.BL.05
Hielscherite	gcmin:hielscherite	07.??
Hieratite	gcmin:hieratite	03.CH.15
High-calcium pyroxene	gcmin:high-calciumpyroxene	
Hilairite	gcmin:hilairite	09.DM.10
Hilairite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53630>	
Hilarionite	gcmin:hilarionite	08.CE.60
Hilgardite	gcmin:hilgardite	06.ED.05
Hillebrandite	gcmin:hillebrandite	09.DG.40
Hillesheimite	gcmin:hillesheimite	09.??
Hillite	gcmin:hillite	08.CG.05
Hingganite-(Ce)	gcmin:hingganite-ce	09.AJ.20
Hingganite-(Nd)	gcmin:hingganite-nd	09.AJ
Hingganite-(Y)	gcmin:hingganite-y	09.AJ.20
Hingganite-(Yb)	gcmin:hingganite-yb	09.AJ.20
Hinsdalite	gcmin:hinsdalite	08.BL.05
Hiortdahlite	gcmin:hiortdahlite	0
Hisingerite	gcmin:hisingerite	09.ED.10
Hitachiite	gcmin:hitachiite	02.DC.05
Hizenite-(Y)	gcmin:hizenite-y	05.??
Hiärneite	gcmin:hiarneite	04.DL.10
Hjalmarite	gcmin:hjalmarite	09.DE.20
Hjalmarite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53896>	
Hloušekite	gcmin:hlousekite	08.CE.30
Hocartite	gcmin:hocartite	02.CB.15a
Hochelagaite	gcmin:hochelagaite	04.FM.15
Hodgkinsonite	gcmin:hodgkinsonite	09.AE.20
Hodrušite	gcmin:hodrusite	02.JA.10c
Hoelite	gcmin:hoelite	0
Hoganite	gcmin:hoganite	10.AA.35
Hogarthite	gcmin:hogarthite	09.E?
Hohmannite	gcmin:hohmannite	07.DB.30
Hokkaidoite	gcmin:hokkaidoite	10.B
Holdawayite	gcmin:holdawayite	05.BA.20
Holdenite	gcmin:holdenite	08.BE.55
Holfertite	gcmin:holfertite	04.GB.70
Hollandite	gcmin:hollandite	04.DK.05
Hollandite Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/43551>	
Hollingworthite	gcmin:hollingworthite	02.EB.25
Hollisterite	gcmin:hollisterite	01.AA.35
Holmquistite	gcmin:holmquistite	09.DD.05
Holmquistite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/8958>	
Holtedahlite	gcmin:holtedahlite	08.BB.20
Holtite	gcmin:holtite	09.AJ.10
Holtite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43610>	
Holtstamite	gcmin:holtstamite	09.AD.25
Homilite	gcmin:homilite	09.AJ.20
Honeaite	gcmin:honeaite	02.BA.42
Honessite	gcmin:honessite	07.DD.35
Hongshiite	gcmin:hongshiite	01.AG.45
Honzaite	gcmin:honzaite	08.CB.60
Hopeite	gcmin:hopeite	08.CA.30
Hopeite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/42542>	
Hornblende Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/8789>	
Horomanite	gcmin:horomanite	02.BB.
Horváthite-(Y)	gcmin:horvathite-y	05.BD.25
Hotsonite	gcmin:hotsonite	08.DF.05
Housleyite	gcmin:housleyite	04.FD.30
Howardevansite	gcmin:howardevansite	08.AC.05
Howardevansite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46495>	
Howieite	gcmin:howieite	09.DH.65
Howlite	gcmin:howlite	06.CB.20
Hsianghualite	gcmin:hsianghualite	09.GB.05
Huanghoite-(Ce)	gcmin:huanghoite-ce	05.BD.35
Huangite	gcmin:huangite	07.BC.10
Huanzalaite	gcmin:huanzalaite	04.DB.30
Hubeite	gcmin:hubeite	09.BJ.60
Huemulite	gcmin:huemulite	04.HG.10
Huenite	gcmin:huenite	07.GB.15
Hughesite	gcmin:hughesite	04.HC.05
Huizingite-(Al)	gcmin:huizingite-al	07.DF.52
Hulsite	gcmin:hulsite	06.AB.45
Humberstonite	gcmin:humberstonite	07.DG.10
Humboldtine	gcmin:humboldtine	10.AB.05
Humboldtine Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43258>	
Humite	gcmin:humite	09.AF.50
Humite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29252>	
Humite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/46186>	
Hummerite	gcmin:hummerite	04.HC.10
Hunchunite	gcmin:hunchunite	01.AA.25
Hundholmenite-(Y)	gcmin:hundholmenite-y	09.AJ.35
Hungchaoite	gcmin:hungchaoite	06.DA.20
Huntite	gcmin:huntite	05.AB.25
Hureaulite	gcmin:hureaulite	08.CB.10
Hureaulite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39366>	
Hurlbutite	gcmin:hurlbutite	08.AA.15
Hutchinsonite	gcmin:hutchinsonite	02.HD.45
Huttonite	gcmin:huttonite	09.AD.35
Hyalotekite	gcmin:hyalotekite	09.CH.05
Hyalotekite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/50340>	
Hydrobasaluminite	gcmin:hydrobasaluminite	07.DE.60
Hydrobiotite	gcmin:hydrobiotite	09.EC.60
Hydroboracite	gcmin:hydroboracite	06.CB.15
Hydrocalumite	gcmin:hydrocalumite	04.FL.10
Hydrocalumite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43296>	
Hydrocarbon	strunz:s10_B	
Hydrocarbon	strunz:s10_BA	
Hydrocerussite	gcmin:hydrocerussite	05.BE.10
Hydrochlorborite	gcmin:hydrochlorborite	06.DA.30
Hydrodelhayelite	gcmin:hydrodelhayelite	09.EB.10
Hydrodresserite	gcmin:hydrodresserite	05.DB.15
Hydroglauberite	gcmin:hydroglauberite	07.CD.20
Hydrohalite	gcmin:hydrohalite	03.BA.05
Hydrohonessite	gcmin:hydrohonessite	07.DD.35
Hydrokenoelsmoreite	gcmin:hydrokenoelsmoreite	04.DH.15
Hydrokenomicrolite	gcmin:hydrokenomicrolite	04.DH.15
Hydrokenopyrochlore	gcmin:hydrokenopyrochlore	04.DH.15
Hydrokenoralstonite	gcmin:hydrokenoralstonite	03.CF.05
Hydromagnesite	gcmin:hydromagnesite	05.DA.05
Hydrombobomkulite	gcmin:hydrombobomkulite	05.ND.15
Hydroniumjarosite	gcmin:hydroniumjarosite	07.BC.10
Hydroniumpharmacoalumite	gcmin:hydroniumpharmacoalumite	08.DK.12
Hydroniumpharmacosiderite	gcmin:hydroniumpharmacosiderite	08.DK.10
Hydropyrochlore	gcmin:hydropyrochlore	04.DH.15
Hydroromarchite	gcmin:hydroromarchite	04.FF.05
Hydroscarbroite	gcmin:hydroscarbroite	0
Hydrotalcite	gcmin:hydrotalcite	05.DA.50
Hydrotalcite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29298>	
Hydrotalcite Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/43290>	
Hydroterskite	gcmin:hydroterskite	09.DM.40
Hydrotungstite	gcmin:hydrotungstite	04.FJ.15
Hydrowoodwardite	gcmin:hydrowoodwardite	07.DD.35
Hydroxide (without V or U)	strunz:s04_F	
"Hydroxide (without V or U), Hydroxides with H2O +- (OH); insular octahedra"	strunz:s04_FH	
"Hydroxide (without V or U), Hydroxides with H2O±(OH); chains of edge-sharing octahedra"	strunz:s04_FK	
"Hydroxide (without V or U), Hydroxides with H2O±(OH); corner-sharing octahedra"	strunz:s04_FJ	
"Hydroxide (without V or U), Hydroxides with H2O±(OH); frameworks of corner and/or face-sharing octahedra"	strunz:s04_FN	
"Hydroxide (without V or U), Hydroxides with H2O±(OH); sheets of edge-sharing octahedra"	strunz:s04_FL	
"Hydroxide (without V or U), Hydroxides with OH, without H2O; chains of edge-sharing octahedra"	strunz:s04_FD	
"Hydroxide (without V or U), Hydroxides with OH, without H2O; corner-sharing octahedra"	strunz:s04_FC	
"Hydroxide (without V or U), Hydroxides with OH, without H2O; corner-sharing tetrahedra"	strunz:s04_FA	
"Hydroxide (without V or U), Hydroxides with OH, without H2O; insular octahedra"	strunz:s04_FB	
"Hydroxide (without V or U), Hydroxides with OH, without H2O; sheets of edge-sharing octahedra"	strunz:s04_FE	
"Hydroxide (without V or U), Hydroxides with OH, without H2O; various polyhedra"	strunz:s04_FF	
"Hydroxide (without V or U), with H2O±(OH); unclassified"	strunz:s04_FM	
"Hydroxide (without V or U), with OH, without H2O; unclassified"	strunz:s04_FG	
Hydroxyapophyllite-(K)	gcmin:hydroxyapophyllite-k	09.EA.15
Hydroxycalciomicrolite	gcmin:hydroxycalciomicrolite	04.DH.15
Hydroxycalciopyrochlore	gcmin:hydroxycalciopyrochlore	04.DH.15
Hydroxycalcioroméite	gcmin:hydroxycalcioromeite	04.DH.20
Hydroxycancrinite	gcmin:hydroxycancrinite	09.FB.05
Hydroxyferroroméite	gcmin:hydroxyferroromeite	04.DH.20
Hydroxykenoelsmoreite	gcmin:hydroxykenoelsmoreite	04.DH.15
Hydroxykenomicrolite	gcmin:hydroxykenomicrolite	04.DH
Hydroxykenopyrochlore	gcmin:hydroxykenopyrochlore	04.DH.15
Hydroxylapatite	gcmin:hydroxylapatite	08.BN.05
Hydroxylbastnäsite-(Ce)	gcmin:hydroxylbastnasite-ce	05.BD.20a
Hydroxylbastnäsite-(Nd)	gcmin:hydroxylbastnasite-nd	05.BD.20a
Hydroxylborite	gcmin:hydroxylborite	06.AB.50
Hydroxylchondrodite	gcmin:hydroxylchondrodite	09.AF.45
Hydroxylclinohumite	gcmin:hydroxylclinohumite	09.AF.55
Hydroxyledgrewite	gcmin:hydroxyledgrewite	09.A?
Hydroxylellestadite	gcmin:hydroxylellestadite	09.AH.25
Hydroxylgugiaite	gcmin:hydroxylgugiaite	09.BB.10
Hydroxylherderite	gcmin:hydroxylherderite	08.BA.10
Hydroxylsynchysite-(Ce)	gcmin:hydroxylsynchysite-ce	05.BD.20c
Hydroxylwagnerite	gcmin:hydroxylwagnerite	08.BB.15
Hydroxymanganopyrochlore	gcmin:hydroxymanganopyrochlore	04.DH.15
Hydroxynatromicrolite	gcmin:hydroxynatromicrolite	04.DH.15
Hydroxynatropyrochlore	gcmin:hydroxynatropyrochlore	04.DH.15
Hydroxyplumbopyrochlore	gcmin:hydroxyplumbopyrochlore	04.DH.15
Hydrozincite	gcmin:hydrozincite	05.BA.15
Hylbrownite	gcmin:hylbrownite	08.FC.??
Hypercinnabar	gcmin:hypercinnabar	02.CD.15b
Hyršlite	gcmin:hyrslite	02.HC.05a
Hyttsjöite	gcmin:hyttsjoite	09.EG.60
Häggite	gcmin:haggite	04.HE.25
Håleniusite-(Ce)	gcmin:haleniusite-ce	03.DE
Håleniusite-(La)	gcmin:haleniusite-la	03.DE.05
Högbomite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39983>	
Högbomite Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/50810>	
Hörnesite	gcmin:hornesite	08.CE.40
Høgtuvaite	gcmin:hogtuvaite	09.DH.40
Hübnerite	gcmin:hubnerite	04.DB.30
Hügelite	gcmin:hugelite	08.EC.15
Ianbruceite	gcmin:ianbruceite	08.DC
Iangreyite	gcmin:iangreyite	08.DE.45
Ianthinite	gcmin:ianthinite	04.GA.10
Ice	gcmin:ice	04.AA.05
Ichnusaite	gcmin:ichnusaite	07.GB.65
Idaite	gcmin:idaite	02.CB.15a
Idrialite	gcmin:idrialite	10.BA.20
Iimoriite-(Y)	gcmin:iimoriite-y	09.AH.05
Ikaite	gcmin:ikaite	05.CB.25
Ikranite	gcmin:ikranite	09.CO.10
Ikunolite	gcmin:ikunolite	02.DC.05
Ilesite	gcmin:ilesite	07.CB.15
Ilinskite	gcmin:ilinskite	04.JG.20
Illite	gcmin:illite	
Ilmajokite	gcmin:ilmajokite	09.HB.05
Ilmenite	gcmin:ilmenite	04.CB.05
Ilmenite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29299>	
Ilsemannite	gcmin:ilsemannite	0
Iltisite	gcmin:iltisite	02.FC.20b
Ilvaite	gcmin:ilvaite	09.BE.07
Ilyukhinite	gcmin:ilyukhinite	09.CO.10
Ilímaussite-(Ce)	gcmin:ilimaussite-ce	09.CB.15
Imandrite	gcmin:imandrite	09.CJ.15b
Imandrite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/52603>	
Imayoshiite	gcmin:imayoshiite	07.DG.15
Imhofite	gcmin:imhofite	02.HD.30
Imiterite	gcmin:imiterite	02.BD.05
Imogolite	gcmin:imogolite	09.ED.20
Inaglyite	gcmin:inaglyite	02.DA.20
Inderborite	gcmin:inderborite	06.CA.25
Inderite	gcmin:inderite	06.CA.15
Inderite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39926>	
Indialite	gcmin:indialite	09.CJ.05
Indigirite	gcmin:indigirite	05.DA.10
Indite	gcmin:indite	02.DA.05
Indium	gcmin:indium	01.AC.05
Indium-tin family	strunz:s01_AC	
Inesite	gcmin:inesite	09.DL.05
Ingersonite	gcmin:ingersonite	04.DH.40
Ingodite	gcmin:ingodite	02.DC.05
Innelite	gcmin:innelite	09.BE.40
Innsbruckite	gcmin:innsbruckite	09.EE.07
Ino-[4]-vanadate	strunz:s08_FE	
Ino-aluminofluoride	strunz:s03_CD	
Ino-diborate	strunz:s06_BC	
Ino-hexaborate	strunz:s06_FB	
Ino-pentaborate	strunz:s06_EB	
Ino-tetraborate	strunz:s06_DB	
Ino-triborate	strunz:s06_CB	
Inosilicate	strunz:s09_D	
"Inosilicate with 2-periodic double chains, Si4O11; Clinoamphiboles"	strunz:s09_DE	
"Inosilicate with 2-periodic double chains, Si4O11; Orthoamphiboles"	strunz:s09_DD	
Inosilicate with 2-periodic multiple chains	strunz:s09_DF	
"Inosilicate with 2-periodic single chains, Si2O6; Pyroxene-related minerals"	strunz:s09_DB	
"Inosilicate with 2-periodic single chains, Si2O6; pyroxene family"	strunz:s09_DA	
Inosilicate with 3-periodic single and multiple chains	strunz:s09_DG	
Inosilicate with 4-periodic double and triple chains	strunz:s09_DJ	
"Inosilicate with 4-periodic single chains, Si4O12"	strunz:s09_DH	
"Inosilicate with 5-periodic double chains, Si10O28"	strunz:s09_DL	
Inosilicate with 5-periodic single chains	strunz:s09_DK	
Inosilicate with 6-periodic double chains	strunz:s09_DN	
Inosilicate with 6-periodic single chains	strunz:s09_DM	
"Inosilicate with 7-, 8-, 10-, 12- and 14-periodic chains"	strunz:s09_DO	
Inosilicate with branched 2-periodic single chains; Si2O6 + 2SiO3 Si4O12	strunz:s09_DC	
Insizwaite	gcmin:insizwaite	02.EB.05a
Intersilite	gcmin:intersilite	09.EE.60
Inyoite	gcmin:inyoite	06.CA.35
Iodargyrite	gcmin:iodargyrite	03.AA.10
Iodate	strunz:s04_K	
Iodate with additional anions and H2O	strunz:s04_KD	
"Iodate with additional anions, without H2O"	strunz:s04_KB	
"Iodate without additional anions, with H2O"	strunz:s04_KC	
"Iodate without additional anions, without H2O"	strunz:s04_KA	
Iowaite	gcmin:iowaite	04.FL.05
Iquiqueite	gcmin:iquiqueite	06.HA.20
Iranite	gcmin:iranite	07.FC.15
Iranite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43954>	
Iraqite-(La)	gcmin:iraqite-la	09.CH.10
Irarsite	gcmin:irarsite	02.EB.25
Irhtemite	gcmin:irhtemite	08.CB.55
Iridarsenite	gcmin:iridarsenite	02.AC.45b
Iridium	gcmin:iridium	01.AF.10
Iriginite	gcmin:iriginite	04.GB.60
Irinarassite	gcmin:irinarassite	09.A?
Iron	gcmin:iron	01.AE.05
Iron Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43607>	
Iron sulfide	gcmin:ironsulfide	
Iron-chromium family	strunz:s01_AE	
Irtyshite	gcmin:irtyshite	04.DJ.05
Iseite	gcmin:iseite	04.CB.40
Ishikawaite	gcmin:ishikawaite	04.DB.25
Isoclasite	gcmin:isoclasite	0
Isocubanite	gcmin:isocubanite	02.CB.55b
Isoferroplatinum	gcmin:isoferroplatinum	01.AG.35
Isokite	gcmin:isokite	08.BH.10
Isolueshite	gcmin:isolueshite	04.CC.35
Isomertieite	gcmin:isomertieite	02.AC.15a
Isomertieite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/42405>	
Isovite	gcmin:isovite	01.BA.10
Itelmenite	gcmin:itelmenite	07.AC.40
Itoigawaite	gcmin:itoigawaite	09.BE.05
Itoite	gcmin:itoite	07.BD.50
Itsiite	gcmin:itsiite	09.CH.05
Ivanyukite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40521>	
Ivanyukite-Cu	gcmin:ivanyukite-cu	09.AG.50
Ivanyukite-K	gcmin:ivanyukite-k	09.AG.50
Ivanyukite-Na	gcmin:ivanyukite-na	09.AG
Ivsite	gcmin:ivsite	07.AD.45
Iwashiroite-(Y)	gcmin:iwashiroite-y	07.GA.10
Iwateite	gcmin:iwateite	08.AC.47
Ixiolite	gcmin:ixiolite	04.DB.25
Ixiolite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/56151>	
Ixiolite-(Mn2+)	gcmin:ixiolite-mn2	04.DB.25
Izoklakeite	gcmin:izoklakeite	02.HB.10b
Jacobsite	gcmin:jacobsite	04.BB.05
Jacquesdietrichite	gcmin:jacquesdietrichite	06.AB.80
Jacutingaite	gcmin:jacutingaite	02.CC.45
Jadarite	gcmin:jadarite	09.AJ.40
Jadeite	gcmin:jadeite	09.DA.25
Jaffeite	gcmin:jaffeite	09.BE.12
Jagoite	gcmin:jagoite	09.EG.50
Jagowerite	gcmin:jagowerite	08.BH.55
Jagüéite	gcmin:jagueite	02.BC.15
Jahnsite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39572>	
Jahnsite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/53039>	
Jahnsite-(CaFeMg)	gcmin:jahnsite-cafemg	08.DH.15
Jahnsite-(CaMnFe)	gcmin:jahnsite-camnfe	08.DH.15
Jahnsite-(CaMnMg)	gcmin:jahnsite-camnmg	08.DH.15
Jahnsite-(CaMnMn)	gcmin:jahnsite-camnmn	08.DH.15
Jahnsite-(MnMnFe)	gcmin:jahnsite-mnmnfe	08.DH.15
Jahnsite-(MnMnMg)	gcmin:jahnsite-mnmnmg	08.DH.15
Jahnsite-(MnMnMn)	gcmin:jahnsite-mnmnmn	08.DH.15
Jahnsite-(NaFeMg)	gcmin:jahnsite-nafemg	08.DH.15
Jahnsite-(NaMnMg)	gcmin:jahnsite-namnmg	08.DH.15
Jaipurite	gcmin:jaipurite	0
