s	label	mindatid	mindatLongid	strunz10.1	strunz10.2	strunz10.3	parent	skos:broader	
gsmin:aurivilliusite	Aurivilliusite	26525	1:1:26525:0	3	DD	50	s03_DD	gkosg:s03_DD	gsmin:aurivilliusite  gsmin:mindaturi  <https://www.mindat.org/1:1:26525:0> .
gsmin:terlinguacreekite	Terlinguacreekite	27470	1:1:27470:8	3	DD	55	s03_DD	gkosg:s03_DD	gsmin:terlinguacreekite  gsmin:mindaturi  <https://www.mindat.org/1:1:27470:8> .
gsmin:kelyanite	Kelyanite	2181	1:1:2181:0	3	DD	60	s03_DD	gkosg:s03_DD	gsmin:kelyanite  gsmin:mindaturi  <https://www.mindat.org/1:1:2181:0> .
gsmin:comancheite	Comancheite	1114	1:1:1114:9	3	DD	65	s03_DD	gkosg:s03_DD	gsmin:comancheite  gsmin:mindaturi  <https://www.mindat.org/1:1:1114:9> .
gsmin:haleniusite-la	Håleniusite-(La)	25691	1:1:25691:5	3	DE	5	s03_DE	gkosg:s03_DE	gsmin:haleniusite-la  gsmin:mindaturi  <https://www.mindat.org/1:1:25691:5> .
gsmin:akaogiite	Akaogiite	35912	1:1:35912:4	4	??		s04	gkosg:s04	gsmin:akaogiite  gsmin:mindaturi  <https://www.mindat.org/1:1:35912:4> .
gsmin:aspedamite	Aspedamite	42356	1:1:42356:2	4	??		s04	gkosg:s04	gsmin:aspedamite  gsmin:mindaturi  <https://www.mindat.org/1:1:42356:2> .
gsmin:bairdite	Bairdite	43583	1:1:43583:1	4	??		s04	gkosg:s04	gsmin:bairdite  gsmin:mindaturi  <https://www.mindat.org/1:1:43583:1> .
gsmin:bassoite	Bassoite	42240	1:1:42240:2	4	??		s04	gkosg:s04	gsmin:bassoite  gsmin:mindaturi  <https://www.mindat.org/1:1:42240:2> .
gsmin:bastnasite-ce	Bastnäsite-(Ce)	560	1:1:560:3	4	??		s04	gkosg:s04	gsmin:bastnasite-ce  gsmin:mindaturi  <https://www.mindat.org/1:1:560:3> .
gsmin:billwiseite	Billwiseite	43328	1:1:43328:6	4	??		s04	gkosg:s04	gsmin:billwiseite  gsmin:mindaturi  <https://www.mindat.org/1:1:43328:6> .
gsmin:carlosbarbosaite	Carlosbarbosaite	41099	1:1:41099:3	4	??		s04	gkosg:s04	gsmin:carlosbarbosaite  gsmin:mindaturi  <https://www.mindat.org/1:1:41099:3> .
gsmin:eurekadumpite	Eurekadumpite	39785	1:1:39785:0	4	??		s04	gkosg:s04	gsmin:eurekadumpite  gsmin:mindaturi  <https://www.mindat.org/1:1:39785:0> .
gsmin:ferrihollandite	Ferrihollandite	43558	1:1:43558:5	4	??		s04	gkosg:s04	gsmin:ferrihollandite  gsmin:mindaturi  <https://www.mindat.org/1:1:43558:5> .
gsmin:ferrotaaffeite-2n2s	Ferrotaaffeite-2N'2S	42821	1:1:42821:1	4	??		s04	gkosg:s04	gsmin:ferrotaaffeite-2n2s  gsmin:mindaturi  <https://www.mindat.org/1:1:42821:1> .
gsmin:ferrotaaffeite-6n3s	Ferrotaaffeite-6N'3S	3142	1:1:3142:0	4	??		s04	gkosg:s04	gsmin:ferrotaaffeite-6n3s  gsmin:mindaturi  <https://www.mindat.org/1:1:3142:0> .
gsmin:fluorcalciomicrolite	Fluorcalciomicrolite	40354	1:1:40354:0	4	??		s04	gkosg:s04	gsmin:fluorcalciomicrolite  gsmin:mindaturi  <https://www.mindat.org/1:1:40354:0> .
gsmin:fuettererite	Fuettererite	42738	1:1:42738:2	4	??		s04	gkosg:s04	gsmin:fuettererite  gsmin:mindaturi  <https://www.mindat.org/1:1:42738:2> .
gsmin:hydroxycalciopyrochlore	Hydroxycalciopyrochlore	40340	1:1:40340:7	4	??		s04	gkosg:s04	gsmin:hydroxycalciopyrochlore  gsmin:mindaturi  <https://www.mindat.org/1:1:40340:7> .
gsmin:hydroxycalcioromeite	Hydroxycalcioroméite	40366	1:1:40366:5	4	??		s04	gkosg:s04	gsmin:hydroxycalcioromeite  gsmin:mindaturi  <https://www.mindat.org/1:1:40366:5> .
gsmin:hydroxykenomicrolite	Hydroxykenomicrolite	40360	1:1:40360:1	4	??		s04	gkosg:s04	gsmin:hydroxykenomicrolite  gsmin:mindaturi  <https://www.mindat.org/1:1:40360:1> .
gsmin:hydroxymanganopyrochlore	Hydroxymanganopyrochlore	42748	1:1:42748:9	4	??		s04	gkosg:s04	gsmin:hydroxymanganopyrochlore  gsmin:mindaturi  <https://www.mindat.org/1:1:42748:9> .
gsmin:ianbruceite	Ianbruceite	42231	1:1:42231:4	4	??		s04	gkosg:s04	gsmin:ianbruceite  gsmin:mindaturi  <https://www.mindat.org/1:1:42231:4> .
gsmin:markcooperite	Markcooperite	39671	1:1:39671:8	4	??		s04	gkosg:s04	gsmin:markcooperite  gsmin:mindaturi  <https://www.mindat.org/1:1:39671:8> .
gsmin:oxycalciopyrochlore	Oxycalciopyrochlore	40342	1:1:40342:5	4	??		s04	gkosg:s04	gsmin:oxycalciopyrochlore  gsmin:mindaturi  <https://www.mindat.org/1:1:40342:5> .
gsmin:oxycalcioromeite	Oxycalcioroméite	40368	1:1:40368:3	4	??		s04	gkosg:s04	gsmin:oxycalcioromeite  gsmin:mindaturi  <https://www.mindat.org/1:1:40368:3> .
gsmin:oxystannomicrolite	Oxystannomicrolite	3749	1:1:3749:1	4	??		s04	gkosg:s04	gsmin:oxystannomicrolite  gsmin:mindaturi  <https://www.mindat.org/1:1:3749:1> .
gsmin:oxystibiomicrolite	Oxystibiomicrolite	3738	1:1:3738:5	4	??		s04	gkosg:s04	gsmin:oxystibiomicrolite  gsmin:mindaturi  <https://www.mindat.org/1:1:3738:5> .
gsmin:paratimroseite	Paratimroseite	39838	1:1:39838:1	4	??		s04	gkosg:s04	gsmin:paratimroseite  gsmin:mindaturi  <https://www.mindat.org/1:1:39838:1> .
gsmin:paseroite	Paseroite	42381	1:1:42381:8	4	??		s04	gkosg:s04	gsmin:paseroite  gsmin:mindaturi  <https://www.mindat.org/1:1:42381:8> .
gsmin:pisekite-y	Písekite-(Y)	29146	1:1:29146:8	4	??		s04	gkosg:s04	gsmin:pisekite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:29146:8> .
gsmin:plumboselite	Plumboselite	40515	1:1:40515:9	4	??		s04	gkosg:s04	gsmin:plumboselite  gsmin:mindaturi  <https://www.mindat.org/1:1:40515:9> .
gsmin:plumbotellurite	Plumbotellurite	3227	1:1:3227:4	4	??		s04	gkosg:s04	gsmin:plumbotellurite  gsmin:mindaturi  <https://www.mindat.org/1:1:3227:4> .
gsmin:sarrabusite	Sarrabusite	42800	1:1:42800:8	4	??		s04	gkosg:s04	gsmin:sarrabusite  gsmin:mindaturi  <https://www.mindat.org/1:1:42800:8> .
gsmin:shulamitite	Shulamitite	41290	1:1:41290:0	4	??		s04	gkosg:s04	gsmin:shulamitite  gsmin:mindaturi  <https://www.mindat.org/1:1:41290:0> .
gsmin:takanawaite-y	Takanawaite-(Y)	42698	1:1:42698:5	4	??		s04	gkosg:s04	gsmin:takanawaite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:42698:5> .
gsmin:taseqite	Taseqite	26453	1:1:26453:4	4	??		s04	gkosg:s04	gsmin:taseqite  gsmin:mindaturi  <https://www.mindat.org/1:1:26453:4> .
gsmin:tashelgite	Tashelgite	40270	1:1:40270:9	4	??		s04	gkosg:s04	gsmin:tashelgite  gsmin:mindaturi  <https://www.mindat.org/1:1:40270:9> .
gsmin:timroseite	Timroseite	39836	1:1:39836:3	4	??		s04	gkosg:s04	gsmin:timroseite  gsmin:mindaturi  <https://www.mindat.org/1:1:39836:3> .
gsmin:vorlanite	Vorlanite	39569	1:1:39569:4	4	??		s04	gkosg:s04	gsmin:vorlanite  gsmin:mindaturi  <https://www.mindat.org/1:1:39569:4> .
gsmin:vysokyite	Vysokýite	43595	1:1:43595:6	4	??		s04	gkosg:s04	gsmin:vysokyite  gsmin:mindaturi  <https://www.mindat.org/1:1:43595:6> .
gsmin:yttriaite-y	Yttriaite-(Y)	40471	1:1:40471:6	4	??		s04	gkosg:s04	gsmin:yttriaite-y  gsmin:mindaturi  <https://www.mindat.org/1:1:40471:6> .
gsmin:ice	Ice	2001	1:1:2001:1	4	AA	5	s04_AA	gkosg:s04_AA	gsmin:ice  gsmin:mindaturi  <https://www.mindat.org/1:1:2001:1> .
gsmin:cuprite	Cuprite	1172	1:1:1172:9	4	AA	10	s04_AA	gkosg:s04_AA	gsmin:cuprite  gsmin:mindaturi  <https://www.mindat.org/1:1:1172:9> .
gsmin:paramelaconite	Paramelaconite	3098	1:1:3098:0	4	AA	15	s04_AA	gkosg:s04_AA	gsmin:paramelaconite  gsmin:mindaturi  <https://www.mindat.org/1:1:3098:0> .
gsmin:crednerite	Crednerite	1150	1:1:1150:7	4	AB	5	s04_AB	gkosg:s04_AB	gsmin:crednerite  gsmin:mindaturi  <https://www.mindat.org/1:1:1150:7> .
gsmin:tenorite	Tenorite	3912	1:1:3912:9	4	AB	10	s04_AB	gkosg:s04_AB	gsmin:tenorite  gsmin:mindaturi  <https://www.mindat.org/1:1:3912:9> .
gsmin:delafossite	Delafossite	1248	1:1:1248:1	4	AB	15	s04_AB	gkosg:s04_AB	gsmin:delafossite  gsmin:mindaturi  <https://www.mindat.org/1:1:1248:1> .
gsmin:mcconnellite	Mcconnellite	2612	1:1:2612:9	4	AB	15	s04_AB	gkosg:s04_AB	gsmin:mcconnellite  gsmin:mindaturi  <https://www.mindat.org/1:1:2612:9> .
gsmin:bromellite	Bromellite	784	1:1:784:1	4	AB	20	s04_AB	gkosg:s04_AB	gsmin:bromellite  gsmin:mindaturi  <https://www.mindat.org/1:1:784:1> .
gsmin:zincite	Zincite	4410	1:1:4410:9	4	AB	20	s04_AB	gkosg:s04_AB	gsmin:zincite  gsmin:mindaturi  <https://www.mindat.org/1:1:4410:9> .
gsmin:bunsenite	Bunsenite	801	1:1:801:7	4	AB	25	s04_AB	gkosg:s04_AB	gsmin:bunsenite  gsmin:mindaturi  <https://www.mindat.org/1:1:801:7> .
gsmin:lime	Lime	2401	1:1:2401:9	4	AB	25	s04_AB	gkosg:s04_AB	gsmin:lime  gsmin:mindaturi  <https://www.mindat.org/1:1:2401:9> .
gsmin:manganosite	Manganosite	2503	1:1:2503:0	4	AB	25	s04_AB	gkosg:s04_AB	gsmin:manganosite  gsmin:mindaturi  <https://www.mindat.org/1:1:2503:0> .
gsmin:monteponite	Monteponite	2764	1:1:2764:5	4	AB	25	s04_AB	gkosg:s04_AB	gsmin:monteponite  gsmin:mindaturi  <https://www.mindat.org/1:1:2764:5> .
gsmin:periclase	Periclase	3161	1:1:3161:1	4	AB	25	s04_AB	gkosg:s04_AB	gsmin:periclase  gsmin:mindaturi  <https://www.mindat.org/1:1:3161:1> .
gsmin:wustite	Wüstite	4316	1:1:4316:4	4	AB	25	s04_AB	gkosg:s04_AB	gsmin:wustite  gsmin:mindaturi  <https://www.mindat.org/1:1:4316:4> .
gsmin:swedenborgite	Swedenborgite	3845	1:1:3845:0	4	AC	5	s04_AC	gkosg:s04_AC	gsmin:swedenborgite  gsmin:mindaturi  <https://www.mindat.org/1:1:3845:0> .
gsmin:brownmillerite	Brownmillerite	790	1:1:790:2	4	AC	10	s04_AC	gkosg:s04_AC	gsmin:brownmillerite  gsmin:mindaturi  <https://www.mindat.org/1:1:790:2> .
gsmin:srebrodolskite	Srebrodolskite	3736	1:1:3736:1	4	AC	10	s04_AC	gkosg:s04_AC	gsmin:srebrodolskite  gsmin:mindaturi  <https://www.mindat.org/1:1:3736:1> .
gsmin:montroydite	Montroydite	2771	1:1:2771:3	4	AC	15	s04_AC	gkosg:s04_AC	gsmin:montroydite  gsmin:mindaturi  <https://www.mindat.org/1:1:2771:3> .
gsmin:litharge	Litharge	2466	1:1:2466:8	4	AC	20	s04_AC	gkosg:s04_AC	gsmin:litharge  gsmin:mindaturi  <https://www.mindat.org/1:1:2466:8> .
gsmin:romarchite	Romarchite	3442	1:1:3442:1	4	AC	20	s04_AC	gkosg:s04_AC	gsmin:romarchite  gsmin:mindaturi  <https://www.mindat.org/1:1:3442:1> .
gsmin:massicot	Massicot	2587	1:1:2587:0	4	AC	25	s04_AC	gkosg:s04_AC	gsmin:massicot  gsmin:mindaturi  <https://www.mindat.org/1:1:2587:0> .
gsmin:mariinskite	Mariinskite	42842	1:1:42842:4	4	BA	??	s04_BA	gkosg:s04_BA	gsmin:mariinskite  gsmin:mindaturi  <https://www.mindat.org/1:1:42842:4> .
gsmin:chrysoberyl	Chrysoberyl	1039	1:1:1039:5	4	BA	5	s04_BA	gkosg:s04_BA	gsmin:chrysoberyl  gsmin:mindaturi  <https://www.mindat.org/1:1:1039:5> .
gsmin:manganostibite	Manganostibite	2528	1:1:2528:3	4	BA	10	s04_BA	gkosg:s04_BA	gsmin:manganostibite  gsmin:mindaturi  <https://www.mindat.org/1:1:2528:3> .
gsmin:brunogeierite	Brunogeierite	792	1:1:792:0	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:brunogeierite  gsmin:mindaturi  <https://www.mindat.org/1:1:792:0> .
gsmin:chromite	Chromite	1036	1:1:1036:4	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:chromite  gsmin:mindaturi  <https://www.mindat.org/1:1:1036:4> .
gsmin:cochromite	Cochromite	1101	1:1:1101:9	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:cochromite  gsmin:mindaturi  <https://www.mindat.org/1:1:1101:9> .
gsmin:coulsonite	Coulsonite	1142	1:1:1142:2	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:coulsonite  gsmin:mindaturi  <https://www.mindat.org/1:1:1142:2> .
gsmin:cuprospinel	Cuprospinel	1192	1:1:1192:7	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:cuprospinel  gsmin:mindaturi  <https://www.mindat.org/1:1:1192:7> .
gsmin:filipstadite	Filipstadite	1548	1:1:1548:2	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:filipstadite  gsmin:mindaturi  <https://www.mindat.org/1:1:1548:2> .
gsmin:franklinite	Franklinite	1598	1:1:1598:7	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:franklinite  gsmin:mindaturi  <https://www.mindat.org/1:1:1598:7> .
gsmin:gahnite	Gahnite	1632	1:1:1632:8	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:gahnite  gsmin:mindaturi  <https://www.mindat.org/1:1:1632:8> .
gsmin:galaxite	Galaxite	1639	1:1:1639:7	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:galaxite  gsmin:mindaturi  <https://www.mindat.org/1:1:1639:7> .
gsmin:hercynite	Hercynite	1875	1:1:1875:9	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:hercynite  gsmin:mindaturi  <https://www.mindat.org/1:1:1875:9> .
gsmin:jacobsite	Jacobsite	2061	1:1:2061:5	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:jacobsite  gsmin:mindaturi  <https://www.mindat.org/1:1:2061:5> .
gsmin:magnesiochromite	Magnesiochromite	2493	1:1:2493:4	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:magnesiochromite  gsmin:mindaturi  <https://www.mindat.org/1:1:2493:4> .
gsmin:magnesiocoulsonite	Magnesiocoulsonite	2476	1:1:2476:7	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:magnesiocoulsonite  gsmin:mindaturi  <https://www.mindat.org/1:1:2476:7> .
gsmin:magnesioferrite	Magnesioferrite	2501	1:1:2501:6	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:magnesioferrite  gsmin:mindaturi  <https://www.mindat.org/1:1:2501:6> .
gsmin:magnetite	Magnetite	2538	1:1:2538:2	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:magnetite  gsmin:mindaturi  <https://www.mindat.org/1:1:2538:2> .
gsmin:manganochromite	Manganochromite	2475	1:1:2475:0	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:manganochromite  gsmin:mindaturi  <https://www.mindat.org/1:1:2475:0> .
gsmin:qandilite	Qandilite	3331	1:1:3331:8	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:qandilite  gsmin:mindaturi  <https://www.mindat.org/1:1:3331:8> .
gsmin:spinel	Spinel	3729	1:1:3729:3	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:spinel  gsmin:mindaturi  <https://www.mindat.org/1:1:3729:3> .
gsmin:trevorite	Trevorite	4012	1:1:4012:5	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:trevorite  gsmin:mindaturi  <https://www.mindat.org/1:1:4012:5> .
gsmin:ulvospinel	Ulvöspinel	4089	1:1:4089:7	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:ulvospinel  gsmin:mindaturi  <https://www.mindat.org/1:1:4089:7> .
gsmin:vuorelainenite	Vuorelainenite	4217	1:1:4217:4	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:vuorelainenite  gsmin:mindaturi  <https://www.mindat.org/1:1:4217:4> .
gsmin:zincochromite	Zincochromite	4412	1:1:4412:3	4	BB	5	s04_BB	gkosg:s04_BB	gsmin:zincochromite  gsmin:mindaturi  <https://www.mindat.org/1:1:4412:3> .
gsmin:hausmannite	Hausmannite	1832	1:1:1832:2	4	BB	10	s04_BB	gkosg:s04_BB	gsmin:hausmannite  gsmin:mindaturi  <https://www.mindat.org/1:1:1832:2> .
gsmin:hetaerolite	Hetaerolite	1883	1:1:1883:4	4	BB	10	s04_BB	gkosg:s04_BB	gsmin:hetaerolite  gsmin:mindaturi  <https://www.mindat.org/1:1:1883:4> .
gsmin:maghemite	Maghemite	2533	1:1:2533:7	4	BB	15	s04_BB	gkosg:s04_BB	gsmin:maghemite  gsmin:mindaturi  <https://www.mindat.org/1:1:2533:7> .
gsmin:titanomaghemite	Titanomaghemite	29152	1:1:29152:9	4	BB	15	s04_BB	gkosg:s04_BB	gsmin:titanomaghemite  gsmin:mindaturi  <https://www.mindat.org/1:1:29152:9> .
gsmin:tegengrenite	Tegengrenite	7072	1:1:7072:6	4	BB	20	s04_BB	gkosg:s04_BB	gsmin:tegengrenite  gsmin:mindaturi  <https://www.mindat.org/1:1:7072:6> .
gsmin:marokite	Marokite	2578	1:1:2578:8	4	BC	5	s04_BC	gkosg:s04_BC	gsmin:marokite  gsmin:mindaturi  <https://www.mindat.org/1:1:2578:8> .
gsmin:minium	Minium	2721	1:1:2721:8	4	BD	5	s04_BD	gkosg:s04_BD	gsmin:minium  gsmin:mindaturi  <https://www.mindat.org/1:1:2721:8> .
gsmin:ferrohogbomite-2n2s	Ferrohögbomite-2N2S	11114	1:1:11114:4	4	CB	??	s04_CB	gkosg:s04_CB	gsmin:ferrohogbomite-2n2s  gsmin:mindaturi  <https://www.mindat.org/1:1:11114:4> .
gsmin:brizziite	Brizziite	778	1:1:778:0	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:brizziite  gsmin:mindaturi  <https://www.mindat.org/1:1:778:0> .
gsmin:corundum	Corundum	1136	1:1:1136:1	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:corundum  gsmin:mindaturi  <https://www.mindat.org/1:1:1136:1> .
gsmin:ecandrewsite	Ecandrewsite	1346	1:1:1346:4	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:ecandrewsite  gsmin:mindaturi  <https://www.mindat.org/1:1:1346:4> .
gsmin:eskolaite	Eskolaite	1411	1:1:1411:9	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:eskolaite  gsmin:mindaturi  <https://www.mindat.org/1:1:1411:9> .
gsmin:geikielite	Geikielite	1670	1:1:1670:0	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:geikielite  gsmin:mindaturi  <https://www.mindat.org/1:1:1670:0> .
gsmin:hematite	Hematite	1856	1:1:1856:8	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:hematite  gsmin:mindaturi  <https://www.mindat.org/1:1:1856:8> .
gsmin:ilmenite	Ilmenite	2013	1:1:2013:4	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:ilmenite  gsmin:mindaturi  <https://www.mindat.org/1:1:2013:4> .
gsmin:karelianite	Karelianite	2158	1:1:2158:2	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:karelianite  gsmin:mindaturi  <https://www.mindat.org/1:1:2158:2> .
gsmin:melanostibite	Melanostibite	2631	1:1:2631:0	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:melanostibite  gsmin:mindaturi  <https://www.mindat.org/1:1:2631:0> .
gsmin:pyrophanite	Pyrophanite	3322	1:1:3322:6	4	CB	5	s04_CB	gkosg:s04_CB	gsmin:pyrophanite  gsmin:mindaturi  <https://www.mindat.org/1:1:3322:6> .
gsmin:avicennite	Avicennite	437	1:1:437:6	4	CB	10	s04_CB	gkosg:s04_CB	gsmin:avicennite  gsmin:mindaturi  <https://www.mindat.org/1:1:437:6> .
gsmin:bixbyite	Bixbyite	691	1:1:691:2	4	CB	10	s04_CB	gkosg:s04_CB	gsmin:bixbyite  gsmin:mindaturi  <https://www.mindat.org/1:1:691:2> .
gsmin:armalcolite	Armalcolite	341	1:1:341:0	4	CB	15	s04_CB	gkosg:s04_CB	gsmin:armalcolite  gsmin:mindaturi  <https://www.mindat.org/1:1:341:0> .
gsmin:pseudobrookite	Pseudobrookite	3302	1:1:3302:8	4	CB	15	s04_CB	gkosg:s04_CB	gsmin:pseudobrookite  gsmin:mindaturi  <https://www.mindat.org/1:1:3302:8> .
gsmin:magnesiohogbomite-2n3s	Magnesiohögbomite-2N3S	11448	1:1:11448:8	4	CB	20	s04_CB	gkosg:s04_CB	gsmin:magnesiohogbomite-2n3s  gsmin:mindaturi  <https://www.mindat.org/1:1:11448:8> .
gsmin:magnesiohogbomite-2n4s	Magnesiohögbomite-2N4S	43330	1:1:43330:1	4	CB	20	s04_CB	gkosg:s04_CB	gsmin:magnesiohogbomite-2n4s  gsmin:mindaturi  <https://www.mindat.org/1:1:43330:1> .
gsmin:magnesiohogbomite-6n6s	Magnesiohögbomite-6N6S	11447	1:1:11447:9	4	CB	20	s04_CB	gkosg:s04_CB	gsmin:magnesiohogbomite-6n6s  gsmin:mindaturi  <https://www.mindat.org/1:1:11447:9> .
gsmin:zincohogbomite-2n2s	Zincohögbomite-2<i>N</i>2<i>S</i>	7386	1:1:7386:4	4	CB	20	s04_CB	gkosg:s04_CB	gsmin:zincohogbomite-2n2s  gsmin:mindaturi  <https://www.mindat.org/1:1:7386:4> .
gsmin:zincohogbomite-2n6s	Zincohögbomite-2<i>N</i>6<i>S</i>	11444	1:1:11444:2	4	CB	20	s04_CB	gkosg:s04_CB	gsmin:zincohogbomite-2n6s  gsmin:mindaturi  <https://www.mindat.org/1:1:11444:2> .
gsmin:pseudorutile	Pseudorutile	3296	1:1:3296:0	4	CB	25	s04_CB	gkosg:s04_CB	gsmin:pseudorutile  gsmin:mindaturi  <https://www.mindat.org/1:1:3296:0> .
gsmin:berdesinskiite	Berdesinskiite	630	1:1:630:1	4	CB	30	s04_CB	gkosg:s04_CB	gsmin:berdesinskiite  gsmin:mindaturi  <https://www.mindat.org/1:1:630:1> .
gsmin:oxyvanite	Oxyvanite	39006	1:1:39006:0	4	CB	30	s04_CB	gkosg:s04_CB	gsmin:oxyvanite  gsmin:mindaturi  <https://www.mindat.org/1:1:39006:0> .
gsmin:olkhonskite	Olkhonskite	2985	1:1:2985:4	4	CB	35	s04_CB	gkosg:s04_CB	gsmin:olkhonskite  gsmin:mindaturi  <https://www.mindat.org/1:1:2985:4> .
gsmin:schreyerite	Schreyerite	3583	1:1:3583:1	4	CB	35	s04_CB	gkosg:s04_CB	gsmin:schreyerite  gsmin:mindaturi  <https://www.mindat.org/1:1:3583:1> .
gsmin:iseite	Iseite	42884	1:1:42884:0	4	CB	40	s04_CB	gkosg:s04_CB	gsmin:iseite  gsmin:mindaturi  <https://www.mindat.org/1:1:42884:0> .
gsmin:kamiokite	Kamiokite	2147	1:1:2147:6	4	CB	40	s04_CB	gkosg:s04_CB	gsmin:kamiokite  gsmin:mindaturi  <https://www.mindat.org/1:1:2147:6> .
gsmin:nolanite	Nolanite	2922	1:1:2922:9	4	CB	40	s04_CB	gkosg:s04_CB	gsmin:nolanite  gsmin:mindaturi  <https://www.mindat.org/1:1:2922:9> .
gsmin:rinmanite	Rinmanite	10734	1:1:10734:5	4	CB	40	s04_CB	gkosg:s04_CB	gsmin:rinmanite  gsmin:mindaturi  <https://www.mindat.org/1:1:10734:5> .
gsmin:claudetite	Claudetite	1060	1:1:1060:9	4	CB	45	s04_CB	gkosg:s04_CB	gsmin:claudetite  gsmin:mindaturi  <https://www.mindat.org/1:1:1060:9> .
gsmin:stibioclaudetite	Stibioclaudetite	32285	1:1:32285:6	4	CB	45	s04_CB	gkosg:s04_CB	gsmin:stibioclaudetite  gsmin:mindaturi  <https://www.mindat.org/1:1:32285:6> .
gsmin:arsenolite	Arsenolite	294	1:1:294:3	4	CB	50	s04_CB	gkosg:s04_CB	gsmin:arsenolite  gsmin:mindaturi  <https://www.mindat.org/1:1:294:3> .
gsmin:senarmontite	Senarmontite	3618	1:1:3618:0	4	CB	50	s04_CB	gkosg:s04_CB	gsmin:senarmontite  gsmin:mindaturi  <https://www.mindat.org/1:1:3618:0> .
gsmin:valentinite	Valentinite	4135	1:1:4135:1	4	CB	55	s04_CB	gkosg:s04_CB	gsmin:valentinite  gsmin:mindaturi  <https://www.mindat.org/1:1:4135:1> .
gsmin:bismite	Bismite	682	1:1:682:4	4	CB	60	s04_CB	gkosg:s04_CB	gsmin:bismite  gsmin:mindaturi  <https://www.mindat.org/1:1:682:4> .
gsmin:sphaerobismoite	Sphaerobismoite	7308	1:1:7308:6	4	CB	65	s04_CB	gkosg:s04_CB	gsmin:sphaerobismoite  gsmin:mindaturi  <https://www.mindat.org/1:1:7308:6> .
gsmin:sillenite	Sillénite	3663	1:1:3663:0	4	CB	70	s04_CB	gkosg:s04_CB	gsmin:sillenite  gsmin:mindaturi  <https://www.mindat.org/1:1:3663:0> .
gsmin:kyzylkumite	Kyzylkumite	2304	1:1:2304:3	4	CB	75	s04_CB	gkosg:s04_CB	gsmin:kyzylkumite  gsmin:mindaturi  <https://www.mindat.org/1:1:2304:3> .
gsmin:chrombismite	Chrombismite	6871	1:1:6871:6	4	CC	5	s04_CC	gkosg:s04_CC	gsmin:chrombismite  gsmin:mindaturi  <https://www.mindat.org/1:1:6871:6> .
gsmin:freudenbergite	Freudenbergite	1608	1:1:1608:3	4	CC	10	s04_CC	gkosg:s04_CC	gsmin:freudenbergite  gsmin:mindaturi  <https://www.mindat.org/1:1:1608:3> .
gsmin:grossite	Grossite	1754	1:1:1754:7	4	CC	15	s04_CC	gkosg:s04_CC	gsmin:grossite  gsmin:mindaturi  <https://www.mindat.org/1:1:1754:7> .
gsmin:yafsoanite	Yafsoanite	4349	1:1:4349:2	4	CC	25	s04_CC	gkosg:s04_CC	gsmin:yafsoanite  gsmin:mindaturi  <https://www.mindat.org/1:1:4349:2> .
gsmin:barioperovskite	Barioperovskite	31404	1:1:31404:2	4	CC	30	s04_CC	gkosg:s04_CC	gsmin:barioperovskite  gsmin:mindaturi  <https://www.mindat.org/1:1:31404:2> .
gsmin:lakargiite	Lakargiite	31993	1:1:31993:1	4	CC	30	s04_CC	gkosg:s04_CC	gsmin:lakargiite  gsmin:mindaturi  <https://www.mindat.org/1:1:31993:1> .
gsmin:latrappite	Latrappite	2337	1:1:2337:1	4	CC	30	s04_CC	gkosg:s04_CC	gsmin:latrappite  gsmin:mindaturi  <https://www.mindat.org/1:1:2337:1> .
